SampleID;Temp;COD_in;COD_eff;COD_removal;TAN_in;TAN_eff;TAN_removal;HRT;;;
OD189OT189.42;23.60;NA;NA;NA;NA;NA;NA;2;;;
OD189OT189.71;23.50;NA;NA;NA;NA;NA;NA;2;;;
OD190OT190.35;23.60;NA;NA;NA;NA;NA;NA;2;;;
OD190OT190.67;23.20;NA;NA;NA;NA;NA;NA;2;;;
OD191OT191.79;23.00;1720.00;124.00;0.93;79.75;0.04;1.00;2;;;
OD191OT191.81;23.00;NA;NA;NA;NA;NA;NA;2;;;
OD193OT193.33;22.80;1670.00;83.50;0.95;93.85;0.87;0.99;2;;;
OD193OT193.79;22.90;NA;NA;NA;NA;NA;NA;2;;;
OD194OT194.33;23.00;NA;NA;NA;NA;NA;NA;2;;;
OD194OT194.71;23.00;NA;NA;NA;NA;NA;NA;2;;;
OD195OT195.38;22.60;NA;NA;NA;NA;NA;NA;2;;;
OD195OT195.7;22.50;NA;NA;NA;NA;NA;NA;2;;;
OD196OT196.38;22.80;NA;NA;NA;NA;NA;NA;2;;;
OD196OT196.71;22.90;NA;NA;NA;NA;NA;NA;2;;;
